sample_id,path,label,split,source_dataset,generator_id,official_split,project_split,real_source,model_name_raw,canonical_generator_id,architecture,generator_exposure,sha256,phash,selection_seed,source_revision,source_file,source_row_group,source_row_index,width,height,format,byte_size
cf_external_unseen_v3_aigi_commercial_02429b87ddc4febb,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_02429b87ddc4febb_00000745.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,dalle3,test,test_external_unseen_generator_v3_expanded,LAION,Dalle3,dalle3,Commercial,family_unseen,31e4d3c8f34a3b60c0cb7daaed5dffa30bc483d7ecb67d6e2e7c6a5c2ce3c7db,a1f983ae34852c7e,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00228-of-00413.parquet,3,21,1024,1024,PNG,1994431
cf_external_unseen_v3_aigi_commercial_02736c64a1dab2b6,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_02736c64a1dab2b6_00000463.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,flux-schnell,test,test_external_unseen_generator_v3_expanded,LAION,FLUX-schnell,flux-schnell,Commercial,family_unseen,c11e5f06aba9fb674740c6f67226c6bf453fdbf8b8432a19621424d0c66820e2,93673c496cb19947,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00141-of-00413.parquet,3,8,512,512,PNG,294561
cf_external_unseen_v3_aigi_commercial_02f21d430148db50,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_02f21d430148db50_00000340_3.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv5-2,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV5_2,midjourneyv5-2,Commercial,family_unseen,87682460cb8652a38e1bc5b2c2fdb812e614b8695cfcf0e5799c69b927402796,b64101ff3bb44e83,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00030-of-00413.parquet,4,6,1024,1024,PNG,1546591
cf_external_unseen_v3_aigi_commercial_03046ac645d433de,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_03046ac645d433de_00000375.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,840be9f16a5715c1a1e598a9f3e7269a97c7f53edb8adf16b436ac983927acb0,869f8ceb8340f639,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00144-of-00413.parquet,2,18,1024,1024,PNG,1409533
cf_external_unseen_v3_aigi_commercial_0344638c1ffb4980,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0344638c1ffb4980_00000307_2.jpg.jpg,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,firefly-image3,test,test_external_unseen_generator_v3_expanded,LAION,Firefly_Image3,firefly-image3,Commercial,family_unseen,a8cbef7d61ed184515b951bacca2297e8e592c25dc50e32e894e00d0d8374d19,b2b94f06ac7230af,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00335-of-00413.parquet,1,1,2048,2048,JPEG,578895
cf_external_unseen_v3_aigi_commercial_03467fb2b3dc7257,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_03467fb2b3dc7257_00000186.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,dalle3,test,test_external_unseen_generator_v3_expanded,LAION,Dalle3,dalle3,Commercial,family_unseen,a06e6702c95485f2ab3f84081da8eb0b1faef4682b6957893514b77cfc6c2047,c0354ec2b16e7b74,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00224-of-00413.parquet,3,19,1024,1024,PNG,1715786
cf_external_unseen_v3_aigi_commercial_036d5943d0e0f973,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_036d5943d0e0f973_00000602.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,f32cb5a9b122048acc26472bf6ca93219602b6c674a9e44b1e15c2cff223f2f2,96a29f8da5b2106f,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00147-of-00413.parquet,3,22,1024,1024,PNG,1642717
cf_external_unseen_v3_aigi_commercial_037dd54d0c3d2f35,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_037dd54d0c3d2f35_00000638.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,89bea38bdd65ab07ace2eb174257c3ce9307dbbcc5a90ce240e3aa608be0540c,f2f1889d5c0a555e,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00147-of-00413.parquet,3,17,1024,1024,PNG,1906707
cf_external_unseen_v3_aigi_commercial_03d9a8b082e6a005,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_03d9a8b082e6a005_00000592.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,8db6c2cbff874c4085520c4e506919d579a8b27c663cc650e94dd5bafce2ef22,b8f803e75ece84c8,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00145-of-00413.parquet,2,6,1024,1024,PNG,1740998
cf_external_unseen_v3_aigi_commercial_03fa3bc426a03509,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_03fa3bc426a03509_00000030_3.jpg.jpg,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,firefly-image2,test,test_external_unseen_generator_v3_expanded,LAION,Firefly_Image2,firefly-image2,Commercial,family_unseen,de0e7af5ec1ae825238dcc2b6b720b7094b4cee82e867b50239b62dd65cc25b4,91844a9bf594c27f,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00069-of-00413.parquet,0,8,2048,2048,JPEG,443798
cf_external_unseen_v3_aigi_commercial_0404031422644915,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0404031422644915_00000729.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv1,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV1,ideogramv1,Commercial,family_unseen,07c6e3c9c95f343cb3a3a9c406904cdb53f3136aa0f9f7e027fecdd7b5d0093f,918b9e38a7347a33,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00407-of-00413.parquet,1,4,1024,1024,PNG,2142321
cf_external_unseen_v3_aigi_commercial_04ad58d22d7e5196,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_04ad58d22d7e5196_00000962.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,flux-schnell,test,test_external_unseen_generator_v3_expanded,LAION,FLUX-schnell,flux-schnell,Commercial,family_unseen,770bf5c213a660baef46bbd147dddb706cd9fe3274cae42c4710424306b32f09,e70dac4c4c454fb6,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00183-of-00413.parquet,3,11,512,512,PNG,238342
cf_external_unseen_v3_aigi_commercial_04d7d0b2cac4ab3a,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_04d7d0b2cac4ab3a_00000261_3.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv5-2,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV5_2,midjourneyv5-2,Commercial,family_unseen,d9860ff910ee6e556b6350fabbb8430974a19b73ac22e92d39d4e817d9374195,c31c0eebb1877a0e,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00048-of-00413.parquet,1,9,1024,1024,PNG,1393406
cf_external_unseen_v3_aigi_commercial_051385af11216e31,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_051385af11216e31_00000497.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,dalle3,test,test_external_unseen_generator_v3_expanded,LAION,Dalle3,dalle3,Commercial,family_unseen,601f0a8a68151c63f0a2856fe91758a4e02a2cd8a5a407a692e22ca35f83b122,d00d3f2770f0237b,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00228-of-00413.parquet,3,13,1024,1024,PNG,1891237
cf_external_unseen_v3_aigi_commercial_053297e76998af5d,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_053297e76998af5d_00000176_1.jpg.jpg,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,firefly-image3,test,test_external_unseen_generator_v3_expanded,LAION,Firefly_Image3,firefly-image3,Commercial,family_unseen,95f64e264f672e6e2f44257d51a1f4ee44f3a3d43348dd549bcde737fc2e3a7f,99d966666326e632,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00268-of-00413.parquet,2,7,2048,2048,JPEG,404035
cf_external_unseen_v3_aigi_commercial_05b58d151b35a510,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_05b58d151b35a510_00000002_0.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv5-2,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV5_2,midjourneyv5-2,Commercial,family_unseen,58ee52c48d20d2437ccb839d774b43b4e8e2673522ddcdeb6091703b3a2a6485,98c3673c7827c738,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00030-of-00413.parquet,4,14,1024,1024,PNG,879899
cf_external_unseen_v3_aigi_commercial_05d0a8b06ce498b2,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_05d0a8b06ce498b2_00000392.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,dalle2,test,test_external_unseen_generator_v3_expanded,LAION,Dalle2,dalle2,Commercial,family_unseen,8e4cd16b1fe670eb0dcd5b37ca86f9a11c584ce94221928f6b855bcd78486670,a233bbdfc9490790,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00253-of-00413.parquet,1,22,1024,1024,PNG,1484901
cf_external_unseen_v3_aigi_commercial_06032265d61354e5,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_06032265d61354e5_00000292_3.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv6-1,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV6_1,midjourneyv6-1,Commercial,family_unseen,7dc04965c3710f24a561628f4daa1fb7410608307899de2669a45d5d1f65b8f3,bbc4c03e5f61943c,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00390-of-00413.parquet,3,8,1024,1024,PNG,1573130
cf_external_unseen_v3_aigi_commercial_06176a0780da62db,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_06176a0780da62db_00000076_2.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,imagen3,test,test_external_unseen_generator_v3_expanded,LAION,Imagen3,imagen3,Commercial,family_unseen,587f4765783e5ed9170f24432887c879dcd4a9512c195ae3d59f29750ad059e7,c1c85a273e36b539,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00303-of-00413.parquet,2,19,1024,1024,PNG,1100771
cf_external_unseen_v3_aigi_commercial_064aa88bf828a174,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_064aa88bf828a174_00000201.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,flux-schnell,test,test_external_unseen_generator_v3_expanded,LAION,FLUX-schnell,flux-schnell,Commercial,family_unseen,fe08b8ea3e2b8d9de535a9efd7759ddd0b0a30b9984abd16c496927dfe510d72,c9c4e6f199e68899,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00141-of-00413.parquet,3,17,512,512,PNG,245194
cf_external_unseen_v3_aigi_commercial_064e2f8b6fcc48ba,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_064e2f8b6fcc48ba_00000115.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,dalle3,test,test_external_unseen_generator_v3_expanded,LAION,Dalle3,dalle3,Commercial,family_unseen,558f288d260a20ab6c2ca74ac65681b565134149df45cbf7599cb43878efa244,92dc673f38896561,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00228-of-00413.parquet,2,9,1024,1024,PNG,1998953
cf_external_unseen_v3_aigi_commercial_0664ccc97d5e1a23,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0664ccc97d5e1a23_00000255_1.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv6-1,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV6_1,midjourneyv6-1,Commercial,family_unseen,4e87432f50d71afeeb7a10002c1244cf9a30d8991f9bf90b89043a563805fd46,c0c13f613f703f38,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00285-of-00413.parquet,2,7,1024,1024,PNG,1067954
cf_external_unseen_v3_aigi_commercial_0696b31585b68a0c,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0696b31585b68a0c_00000952.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,aed28b488f2b0fecc00752f7c8a0e9c8d57c8fea96b3c86954c7ea8e5b5ea838,a81f78692376e236,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00145-of-00413.parquet,2,22,1024,1024,PNG,1464248
cf_external_unseen_v3_aigi_commercial_06ce7fa3fb7bcaab,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_06ce7fa3fb7bcaab_00000128.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,6c7ef137d44412b59e682983b4c24e5a8219dd99166f527976b1cbfb2e3d921a,f92dc48d69b9e8c0,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00144-of-00413.parquet,2,3,1024,1024,PNG,1456270
cf_external_unseen_v3_aigi_commercial_06fe69b853b27434,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_06fe69b853b27434_00000563.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,flux-dev,test,test_external_unseen_generator_v3_expanded,LAION,FLUX-dev,flux-dev,Commercial,family_unseen,4fd443ab5de808e77010e18c86e01b0c02c3f5b0a90ee0964c8e5aade3d872fd,d349ac5db3716486,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00298-of-00413.parquet,3,6,512,512,PNG,243726
cf_external_unseen_v3_aigi_commercial_0812f5aa8793b0e7,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0812f5aa8793b0e7_00000077_3.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,imagen3,test,test_external_unseen_generator_v3_expanded,LAION,Imagen3,imagen3,Commercial,family_unseen,ccd4f4704fc3e461539732beb96791dc6e4245288f2e168e1dda4a54ce61f3f9,c3af2d39c2c2c36c,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00308-of-00413.parquet,0,24,1024,1024,PNG,852939
cf_external_unseen_v3_aigi_commercial_083047d7dd46357d,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_083047d7dd46357d_00000472.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,flux-dev,test,test_external_unseen_generator_v3_expanded,LAION,FLUX-dev,flux-dev,Commercial,family_unseen,a0f75a6a2c2a760c034721717a2bbe65cac266edc57bbb01d7e6bddd8f4d7fcf,9d8da72e2942c1dd,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00300-of-00413.parquet,2,5,512,512,PNG,438229
cf_external_unseen_v3_aigi_commercial_083c3f1ab03ec28a,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_083c3f1ab03ec28a_00000910.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,ideogramv2,test,test_external_unseen_generator_v3_expanded,LAION,IdeogramV2,ideogramv2,Commercial,family_unseen,c9f907c14265144775e8936ee4a2cc67d0dc5d0e2cc7ba0ace1c3584be9fb442,8dc5d35e964aca1c,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00144-of-00413.parquet,2,8,1024,1024,PNG,1342797
cf_external_unseen_v3_aigi_commercial_08453b6b44da8f26,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_08453b6b44da8f26_00000052_2.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv6-1,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV6_1,midjourneyv6-1,Commercial,family_unseen,46210c1d61f7bb949dcab288d441454371298f64be2fd211814ad0b006556148,c4c4ce8e3edc3c58,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00284-of-00413.parquet,0,22,1024,1024,PNG,2288306
cf_external_unseen_v3_aigi_commercial_0a1e09253c2a4674,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0a1e09253c2a4674_00000324_0.jpg.jpg,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,firefly-image2,test,test_external_unseen_generator_v3_expanded,LAION,Firefly_Image2,firefly-image2,Commercial,family_unseen,51c5f2ce28ef52daf70dc9d036532c22bb08de5379396cc479e02f9047522cbd,9981f44eb02c9b3f,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00069-of-00413.parquet,0,3,2048,2048,JPEG,592244
cf_external_unseen_v3_aigi_commercial_0a4c82c5aed0e5c3,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0a4c82c5aed0e5c3_00000261_2.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,imagen3,test,test_external_unseen_generator_v3_expanded,LAION,Imagen3,imagen3,Commercial,family_unseen,03b4e46116d4adbce67585e2436dbebd91beed1959568b3736abb26239500217,a9a426393da6b599,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00173-of-00413.parquet,4,3,1024,1024,PNG,1086965
cf_external_unseen_v3_aigi_commercial_0a58ea98861365f0,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0a58ea98861365f0_00000676.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,dalle2,test,test_external_unseen_generator_v3_expanded,LAION,Dalle2,dalle2,Commercial,family_unseen,52537a1dfc8da0f5cb8d81315d6bce5409f92828353c1871131557a5a6479fcf,96f8c947ac3e13c1,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00250-of-00413.parquet,0,22,1024,1024,PNG,1312180
cf_external_unseen_v3_aigi_commercial_0b0b36dde9595ed8,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0b0b36dde9595ed8_00000377_2.jpg.jpg,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,firefly-image2,test,test_external_unseen_generator_v3_expanded,LAION,Firefly_Image2,firefly-image2,Commercial,family_unseen,c6385d696eeb9cd0c431f64329303108595daf2d56d6d3ffa29ef5bddc11b7a2,8aa5753c9e332ba8,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00066-of-00413.parquet,1,19,2048,2048,JPEG,725398
cf_external_unseen_v3_aigi_commercial_0b3f825a3c825eb0,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0b3f825a3c825eb0_00000127.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,flux-dev,test,test_external_unseen_generator_v3_expanded,LAION,FLUX-dev,flux-dev,Commercial,family_unseen,1fa9e7efaf0428ba763fd59503581f3e1552a10643c5b9fc3b6f8381f08679ae,828db7238dd66936,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00300-of-00413.parquet,0,3,512,512,PNG,332202
cf_external_unseen_v3_aigi_commercial_0b61fb36295a22dd,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0b61fb36295a22dd_00000484_0.jpg.jpg,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,firefly-image3,test,test_external_unseen_generator_v3_expanded,LAION,Firefly_Image3,firefly-image3,Commercial,family_unseen,53326c5c90547e88d169c615916eca71becc3fece8548d1a2e9fbd58f7fd0441,ebe5955e901e903a,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00266-of-00413.parquet,1,7,2048,2048,JPEG,779511
cf_external_unseen_v3_aigi_commercial_0c108f3abcf8244c,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0c108f3abcf8244c_00000017_1.png.png,1,test_external_unseen_generator_v3_expanded,community-forensics-eval,midjourneyv6-1,test,test_external_unseen_generator_v3_expanded,LAION,MidjourneyV6_1,midjourneyv6-1,Commercial,family_unseen,d491a1cd322114c782d7233e8f115849e224311e3203751d3c6412ace73ac1cf,87d3f87c57a93202,20260830,7d4a74a88d2cac93b513c0853bf92c260eaceea0,data/CompEval-00285-of-00413.parquet,2,2,1024,1024,PNG,2020446
