sample_id,path,label,split,source_dataset,generator_id,official_split,project_split,real_source,model_name_raw,canonical_generator_id,architecture,generator_exposure,sha256,phash,selection_seed,source_revision,source_file,source_row_group,source_row_index,width,height,format,byte_size
cf_train_v3_gan_aigi_021d863c244e0de2,train_v3_additions/aigi/cf_train_v3_gan_aigi_021d863c244e0de2_006958.png.png,1,train,community-forensics-small,stylegan2-ada,train,train,,StyleGAN2-ADA,stylegan2-ada,GAN,train_seen,60361e6345a108a33c73517f476a471c9fd42099cc0576d8119c43bd88275234,8b3f3c34606cc6ce,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_74.parquet,0,1709,1024,1024,PNG,1280764
cf_train_v3_gan_aigi_02311f682fb834be,train_v3_additions/aigi/cf_train_v3_gan_aigi_02311f682fb834be_010881.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,2f6afc39ff0172c69754e74121a3df74b419ecd41d5b48eff27eb3ce3bab5427,901337327a29dfcc,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,1502,512,512,PNG,335813
cf_train_v3_gan_aigi_02a7b928f528d44a,train_v3_additions/aigi/cf_train_v3_gan_aigi_02a7b928f528d44a_003796.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,4a192703e1964707af397542a36d71c82dd5c0c15a728fd0940d88dfe825c4ca,aafd60a2b5d082d7,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,2646,512,512,PNG,271185
cf_train_v3_gan_aigi_02e12eb03dde60b9,train_v3_additions/aigi/cf_train_v3_gan_aigi_02e12eb03dde60b9_012834.png.png,1,train,community-forensics-small,styleswin,train,train,,StyleSwin,styleswin,GAN,train_seen,35ac5c7917eb132cc06165abb10747547e795f7f63b0599ea36e9700248cc18f,c83365961b29d3d6,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_75.parquet,0,2289,1024,1024,PNG,1217810
cf_train_v3_gan_aigi_02f2ab076726c7aa,train_v3_additions/aigi/cf_train_v3_gan_aigi_02f2ab076726c7aa_031646.png.png,1,train,community-forensics-small,stylesanxl,train,train,,StyleSANXL,stylesanxl,GAN,train_seen,98859cc714c7134da71e0b67d4e099d484d7ab3292d33e5cd28b7e8100abf559,ba4be5e5c0496527,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_73.parquet,0,730,256,256,PNG,121375
cf_train_v3_gan_aigi_03222aa3126541ba,train_v3_additions/aigi/cf_train_v3_gan_aigi_03222aa3126541ba_005932.png.png,1,train,community-forensics-small,stylegan3,train,train,,StyleGAN3,stylegan3,GAN,train_seen,2dff27ae486a54554be87feae3391f81edd4de2f8cc9fe19b6f1e25934c7f171,9449f583dd429dd4,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,2482,512,512,PNG,412466
cf_train_v3_gan_aigi_035d74a2b19a9927,train_v3_additions/aigi/cf_train_v3_gan_aigi_035d74a2b19a9927_168657.png.png,1,train,community-forensics-small,gigagan,train,train,,GigaGAN,gigagan,GAN,train_seen,534a9b60bf9f02f450d40cf6518b4762d91f9a337feb0df0f56b4a15d1d3825b,b91fb6b65c705448,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_92.parquet,0,2329,512,512,PNG,408504
cf_train_v3_gan_aigi_037ca276f5cc2b91,train_v3_additions/aigi/cf_train_v3_gan_aigi_037ca276f5cc2b91_001661.png.png,1,train,community-forensics-small,stylegan2,train,train,,StyleGAN2,stylegan2,GAN,train_seen,f24f69ab5c3030170ec182bd70f034422e1d554a5f5b2f612cb9a16b418e02f8,ca6b2561a55f929a,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_69.parquet,0,2323,512,512,PNG,384223
cf_train_v3_gan_aigi_03f5e9d364a02366,train_v3_additions/aigi/cf_train_v3_gan_aigi_03f5e9d364a02366_008288.png.png,1,train,community-forensics-small,stylegan2,train,train,,StyleGAN2,stylegan2,GAN,train_seen,784d46b4566a27c29b81d6529fea68e10ef95e6fdda88ec6329dc399bc6ae33f,8ffc34f26291c38a,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_69.parquet,0,200,256,256,PNG,100976
cf_train_v3_gan_aigi_0409bdd3f9dd7d9c,train_v3_additions/aigi/cf_train_v3_gan_aigi_0409bdd3f9dd7d9c_007204.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,8248aa1a96ef4c03a472911520c52d711c4e93aa461d04db6a98bb078d62ac6f,c6813e4794db969a,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,2977,512,512,PNG,267937
cf_train_v3_gan_aigi_04303e63ed686af8,train_v3_additions/aigi/cf_train_v3_gan_aigi_04303e63ed686af8_009278.png.png,1,train,community-forensics-small,projectedgan,train,train,,ProjectedGAN,projectedgan,GAN,train_seen,d5cd393e6265333c125722947edb93f86bd52dd53f310d1e63fe855a13842b1c,ba5e00e9ec2ff490,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_67.parquet,0,2231,256,256,PNG,98144
cf_train_v3_gan_aigi_0454ea42d222f50b,train_v3_additions/aigi/cf_train_v3_gan_aigi_0454ea42d222f50b_001619.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,4bc97f326339fe8c3e289ca84c66adc9addb02b0d7f4731f16d6c05bbe178589,8a772cf524a7d4c4,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,1647,512,512,PNG,338481
cf_train_v3_gan_aigi_0551fc421656881d,train_v3_additions/aigi/cf_train_v3_gan_aigi_0551fc421656881d_007724.png.png,1,train,community-forensics-small,styleswin,train,train,,StyleSwin,styleswin,GAN,train_seen,948fd725f7e9291e73c0a5450dd144b6d719532afc8d3c2761b2192718e2f967,bdac25f0247dd08e,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_75.parquet,0,2455,1024,1024,PNG,1019985
cf_train_v3_gan_aigi_05732d0a5ac8ba0c,train_v3_additions/aigi/cf_train_v3_gan_aigi_05732d0a5ac8ba0c_002973.png.png,1,train,community-forensics-small,cips,train,train,,CIPS,cips,GAN,train_seen,5ad5a8406a91064164cf37dd7467998815e89ddf6ab0c66b75d9c3b45e7f8d65,9eaf177ae09078c8,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_74.parquet,0,2298,256,256,PNG,95315
cf_train_v3_gan_aigi_0577190b3ebb77eb,train_v3_additions/aigi/cf_train_v3_gan_aigi_0577190b3ebb77eb_008573.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,1b0b35ba6841e30a1f979a06f58e64bfae95aea49c132c503332f5b023799d39,9afe6aa12572609e,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,1493,512,512,PNG,263048
cf_train_v3_gan_aigi_05e098cf8b88a635,train_v3_additions/aigi/cf_train_v3_gan_aigi_05e098cf8b88a635_002395.png.png,1,train,community-forensics-small,stylegan3,train,train,,StyleGAN3,stylegan3,GAN,train_seen,9c00da0345154bc7551a0750a9b63de251f1cb00d3d2e7aecc07fcbf1ee56fc4,f7aada903cda7220,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,2225,512,512,PNG,489403
cf_train_v3_gan_aigi_0621e3806091673f,train_v3_additions/aigi/cf_train_v3_gan_aigi_0621e3806091673f_048153.png.png,1,train,community-forensics-small,stylesanxl,train,train,,StyleSANXL,stylesanxl,GAN,train_seen,9864b0b9d5d33e5a7ecc30e4bf45bb192e3142a83b570dea68d6ee1867094e99,a4c99be70c713b8c,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_73.parquet,0,2902,256,256,PNG,103811
cf_train_v3_gan_aigi_063eceac75073fb8,train_v3_additions/aigi/cf_train_v3_gan_aigi_063eceac75073fb8_011734.png.png,1,train,community-forensics-small,biggan,train,train,,BigGAN,biggan,GAN,train_seen,cdf989320978e4da80ae8314089b44b2bb0312d9ba259bd31712f5817332fcf4,b64946363535697a,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_84.parquet,0,2306,512,512,PNG,441479
cf_train_v3_gan_aigi_067c206a14c4112f,train_v3_additions/aigi/cf_train_v3_gan_aigi_067c206a14c4112f_030335.png.png,1,train,community-forensics-small,biggan,train,train,,BigGAN,biggan,GAN,train_seen,5941ed1ab0325f2ceb8ec5370fb429540cf42a56b8d555004ea4fa1c52cc4766,e0d3de26839ca3c9,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_84.parquet,0,2399,512,512,PNG,644886
cf_train_v3_gan_aigi_0700dc0506255d23,train_v3_additions/aigi/cf_train_v3_gan_aigi_0700dc0506255d23_001623.png.png,1,train,community-forensics-small,gansformer,train,train,,Gansformer,gansformer,GAN,train_seen,fb46d658fea3f09ee436e0450b43cf6cdd1136f9c0f3c839a9a5d75b60317499,d27de00be249f38a,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,1334,256,256,PNG,110067
cf_train_v3_gan_aigi_07413740e8b88f04,train_v3_additions/aigi/cf_train_v3_gan_aigi_07413740e8b88f04_000144.png.png,1,train,community-forensics-small,stylegan3,train,train,,StyleGAN3,stylegan3,GAN,train_seen,23c2a8c2a8d5e3302a11ace86215f34d9e937f6ee17f604030c9e21fe5e7c7a0,fbbce09085d0bf18,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,2275,512,512,PNG,417583
cf_train_v3_gan_aigi_074ebf8fee145a9e,train_v3_additions/aigi/cf_train_v3_gan_aigi_074ebf8fee145a9e_004427.png.png,1,train,community-forensics-small,styleswin,train,train,,StyleSwin,styleswin,GAN,train_seen,782cc71b15ee65618a388d8281807a844d6f793af715edcdf4d937017abbadcd,cf3824f224b98e9e,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_75.parquet,0,2733,1024,1024,PNG,1369333
cf_train_v3_gan_aigi_075aff897e5292ea,train_v3_additions/aigi/cf_train_v3_gan_aigi_075aff897e5292ea_006324.png.png,1,train,community-forensics-small,stylegan3,train,train,,StyleGAN3,stylegan3,GAN,train_seen,79b0203f4ba728f9b43151a84ffe00bb2a54117a111c87d3dbda58f659ff07d8,ce317c86197e40db,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,2483,512,512,PNG,445017
cf_train_v3_gan_aigi_0793e3e207b7102d,train_v3_additions/aigi/cf_train_v3_gan_aigi_0793e3e207b7102d_137635.png.png,1,train,community-forensics-small,gigagan,train,train,,GigaGAN,gigagan,GAN,train_seen,fdd98c673b17c472213f2e22a605a8a58b3e387fbb7cae5ad516bd8cc3e3f0b1,916a6e9c9963669c,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_92.parquet,0,2394,512,512,PNG,361909
cf_train_v3_gan_aigi_07adb88d3650e604,train_v3_additions/aigi/cf_train_v3_gan_aigi_07adb88d3650e604_029755.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,0edab3b058035102c0f88e13706240839d77b53bcdf3527ac013df5783201a18,ad86c096cbde499c,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,2699,512,512,PNG,213746
cf_train_v3_gan_aigi_07c93de376e3ae23,train_v3_additions/aigi/cf_train_v3_gan_aigi_07c93de376e3ae23_005151.png.png,1,train,community-forensics-small,stylegan2-ada,train,train,,StyleGAN2-ADA,stylegan2-ada,GAN,train_seen,0efbaa752a7027757ec2986bc5a4ddc7fc2fed11a8c5b9f006d49e0b082bfa3e,da7861a16165e787,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_74.parquet,0,2071,1024,1024,PNG,1249998
cf_train_v3_gan_aigi_08192dbbe0341abd,train_v3_additions/aigi/cf_train_v3_gan_aigi_08192dbbe0341abd_028728.png.png,1,train,community-forensics-small,stylegan2,train,train,,StyleGAN2,stylegan2,GAN,train_seen,31ddf4a66a170e1f75d5ad99d85ffa3cbd6f1440dde0aa012bd5f4b48d237e36,c31b2f34703fd2c8,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_69.parquet,0,2631,512,512,PNG,407295
cf_train_v3_gan_aigi_087dbe3c73dc3239,train_v3_additions/aigi/cf_train_v3_gan_aigi_087dbe3c73dc3239_021470.png.png,1,train,community-forensics-small,stylegan2,train,train,,StyleGAN2,stylegan2,GAN,train_seen,cf7f508ee95432a5eaa67d670bbfcbe49d9eb201840c72e54b12ef245970c5ab,8e5b683760e46796,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_69.parquet,0,1696,512,512,PNG,439333
cf_train_v3_gan_aigi_08866f77cc4c4748,train_v3_additions/aigi/cf_train_v3_gan_aigi_08866f77cc4c4748_022240.png.png,1,train,community-forensics-small,stylesanxl,train,train,,StyleSANXL,stylesanxl,GAN,train_seen,a45305ea4dd02f4beffe92609a8658c34fac2fe0a78d0e2a043d153b835d8df6,8fd5302b47e934b4,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_73.parquet,0,1581,256,256,PNG,114042
cf_train_v3_gan_aigi_08c5d3201ede1a46,train_v3_additions/aigi/cf_train_v3_gan_aigi_08c5d3201ede1a46_086611.png.png,1,train,community-forensics-small,biggan,train,train,,BigGAN,biggan,GAN,train_seen,a3ec342f7da636493821bfc9af7831832ab5871b1b6807243eb9280013582cd3,8a79368b7ccc9c62,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_84.parquet,0,1541,512,512,PNG,384440
cf_train_v3_gan_aigi_08c93ee094ed06b4,train_v3_additions/aigi/cf_train_v3_gan_aigi_08c93ee094ed06b4_029509.png.png,1,train,community-forensics-small,styleganxl,train,train,,StyleGANXL,styleganxl,GAN,train_seen,2bbe1dcf68487753e6a625c49f0fd65d545d0dca268d73df62081078119f9335,de0531e16e972c5c,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_80.parquet,0,2158,512,512,PNG,415664
cf_train_v3_gan_aigi_095b64ccc7aa8650,train_v3_additions/aigi/cf_train_v3_gan_aigi_095b64ccc7aa8650_015472.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,003d28723cb7076b2e4e3bd9a2da519003de85112d6cd5109a168d6902604230,8a2d360e1b1ed9ce,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,1930,512,512,PNG,285779
cf_train_v3_gan_aigi_0961f6937b55067c,train_v3_additions/aigi/cf_train_v3_gan_aigi_0961f6937b55067c_008911.png.png,1,train,community-forensics-small,projectedgan,train,train,,ProjectedGAN,projectedgan,GAN,train_seen,b88567a781d4652b1fb8444f95a112c0199124cebbd2622f14c6c5d7ee8742e5,dfd2a4d52a4f4294,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_67.parquet,0,2401,256,256,PNG,117048
cf_train_v3_gan_aigi_0965c08277227575,train_v3_additions/aigi/cf_train_v3_gan_aigi_0965c08277227575_003011.png.png,1,train,community-forensics-small,styleswin,train,train,,StyleSwin,styleswin,GAN,train_seen,a8e25af2511dcd2c6aa25501da0753708107b13ef584d237a4b0ee83de2acfb1,df2970e6c28893d3,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_75.parquet,0,1223,1024,1024,PNG,958732
cf_train_v3_gan_aigi_09780aab4bede1c8,train_v3_additions/aigi/cf_train_v3_gan_aigi_09780aab4bede1c8_000618.png.png,1,train,community-forensics-small,gansformer,train,train,,Gansformer,gansformer,GAN,train_seen,45d8e86e9f662dbbdf763a4a78e2658a97597b0a1fe6af0c28239d844e2b3c7a,a23ce0c7d01fb68b,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,883,256,256,PNG,105763
cf_train_v3_gan_aigi_0a27787f7b919f47,train_v3_additions/aigi/cf_train_v3_gan_aigi_0a27787f7b919f47_005958.png.png,1,train,community-forensics-small,stylegan2,train,train,,StyleGAN2,stylegan2,GAN,train_seen,b8919ab4f442e38fa9c4fcec37e02873d0e087115d057da0ee9dabbc5f8bc8f4,ea2a21a7f00de78d,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_69.parquet,0,2561,512,512,PNG,387412
cf_train_v3_gan_aigi_0a3276598c447561,train_v3_additions/aigi/cf_train_v3_gan_aigi_0a3276598c447561_001108.png.png,1,train,community-forensics-small,stylegan2,train,train,,StyleGAN2,stylegan2,GAN,train_seen,541bd42dded451c67a09c3264f2ffb87788c0343941d677857fa5ab83cb490f1,9e5a6925a546e68d,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_69.parquet,0,1693,512,512,PNG,395315
cf_train_v3_gan_aigi_0a33a3048980ee4e,train_v3_additions/aigi/cf_train_v3_gan_aigi_0a33a3048980ee4e_007206.png.png,1,train,community-forensics-small,styleswin,train,train,,StyleSwin,styleswin,GAN,train_seen,7b9e724b107cc5e6b82d329f506ad3e88a2bec2b8dee152246baee25ecb1a375,9d6c686762545a9d,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_75.parquet,0,911,1024,1024,PNG,1364998
cf_train_v3_gan_aigi_0aa89df7cc276be0,train_v3_additions/aigi/cf_train_v3_gan_aigi_0aa89df7cc276be0_001907.png.png,1,train,community-forensics-small,styleswin,train,train,,StyleSwin,styleswin,GAN,train_seen,78feae8d9084b906922186b29effb3ee7024c0328d1c51f3a1d0eb69f59f062f,ce3c203e71e786cc,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_75.parquet,0,2661,1024,1024,PNG,947373
cf_train_v3_gan_aigi_0b08d8fb2afc6c53,train_v3_additions/aigi/cf_train_v3_gan_aigi_0b08d8fb2afc6c53_003664.png.png,1,train,community-forensics-small,stylegan3,train,train,,StyleGAN3,stylegan3,GAN,train_seen,9e5323eca347758f40f200e0aaab3dc9200a617c464baff1db3ecc56096e0aad,ea8b0a8a75f69239,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,1898,512,512,PNG,439477
cf_train_v3_gan_aigi_0ba61a6f60231992,train_v3_additions/aigi/cf_train_v3_gan_aigi_0ba61a6f60231992_002006.png.png,1,train,community-forensics-small,stylegan2-ada,train,train,,StyleGAN2-ADA,stylegan2-ada,GAN,train_seen,4513c6a4182395edb28003a283dcfd3cb5d48bd6d26aaac940e0386125d6b631,8f3c34f4e0c6c3d8,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_74.parquet,0,1269,1024,1024,PNG,1235667
cf_train_v3_gan_aigi_0bd8336434165a81,train_v3_additions/aigi/cf_train_v3_gan_aigi_0bd8336434165a81_006980.png.png,1,train,community-forensics-small,cips,train,train,,CIPS,cips,GAN,train_seen,24a616a4d986072111c6e6c72521be37035246df26d70267609b8aaa26e51b66,85f65a417593e338,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_74.parquet,0,2942,256,256,PNG,87541
cf_train_v3_gan_aigi_0bf027780fc52f2a,train_v3_additions/aigi/cf_train_v3_gan_aigi_0bf027780fc52f2a_042625.png.png,1,train,community-forensics-small,styleganxl,train,train,,StyleGANXL,styleganxl,GAN,train_seen,836e317e3a5662fcc2d2349251b739b990440613cdefa0106ea3588807a5abe4,8f35b5d4d14a416b,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_80.parquet,0,1672,512,512,PNG,394892
cf_train_v3_gan_aigi_0c204a474ce7d519,train_v3_additions/aigi/cf_train_v3_gan_aigi_0c204a474ce7d519_161014.png.png,1,train,community-forensics-small,gigagan,train,train,,GigaGAN,gigagan,GAN,train_seen,1035aa326de1cb9b2640d70604c7a41723fa43fa51a24032e504fee8314404b5,ad5472b089aac4ef,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_92.parquet,0,318,256,256,PNG,118394
cf_train_v3_gan_aigi_0c25912ae82ba1cb,train_v3_additions/aigi/cf_train_v3_gan_aigi_0c25912ae82ba1cb_045141.png.png,1,train,community-forensics-small,styleganxl,train,train,,StyleGANXL,styleganxl,GAN,train_seen,347c04ecf2e4f013c5f702fc7300af0f9994f3d4002a33f54f53bf3a25bd1f75,8c0cacdedfb0b682,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_80.parquet,0,1381,512,512,PNG,519067
cf_train_v3_gan_aigi_0c9e81f5d7c656a0,train_v3_additions/aigi/cf_train_v3_gan_aigi_0c9e81f5d7c656a0_008228.png.png,1,train,community-forensics-small,stylegan3,train,train,,StyleGAN3,stylegan3,GAN,train_seen,9cadff67f485b0429f600911c0b0608ffee56fdfbd52a7a8fa646a6370d61034,97cd6b90ac32d274,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_66.parquet,0,1904,512,512,PNG,520801
cf_train_v3_gan_aigi_0ccfff96af9d01c8,train_v3_additions/aigi/cf_train_v3_gan_aigi_0ccfff96af9d01c8_002091.png.png,1,train,community-forensics-small,projectedgan,train,train,,ProjectedGAN,projectedgan,GAN,train_seen,7bcfbda92836ceb522dfeb3496469b2a74a6dfee2b09adc0f719add2140a6197,97ed7c6770487098,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_67.parquet,0,2645,256,256,PNG,102489
cf_train_v3_gan_aigi_0cf244a3796a4b78,train_v3_additions/aigi/cf_train_v3_gan_aigi_0cf244a3796a4b78_001969.png.png,1,train,community-forensics-small,progan,train,train,,ProGAN,progan,GAN,train_seen,20b51d79eea34fcccf85ef916549a37165b5452194e3f9d05f9d9f2b96a5e24e,fa2861a7e10fc19d,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_76.parquet,0,2960,512,512,PNG,311173
cf_train_v3_gan_aigi_0d06e929b549ccd6,train_v3_additions/aigi/cf_train_v3_gan_aigi_0d06e929b549ccd6_009278.png.png,1,train,community-forensics-small,cips,train,train,,CIPS,cips,GAN,train_seen,6833233dfaeba74fb2a8eebb44c9b04d3efe5c38fcf6645bb8956cbaa258204c,91975acab649c936,20260830,6c539a534c07917307c381f5af4053c6091b5278,data/HFCF_small_74.parquet,0,2217,256,256,PNG,75988
