sample_id,addition_group,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,real_source,official_split,label,architecture,relative_path,status
cf_external_unseen_v3_aigi_commercial_0a1e09253c2a4674,aigi_commercial,data/CompEval-00069-of-00413.parquet,0,3,00000324_0.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0a1e09253c2a4674_00000324_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_0a4c82c5aed0e5c3,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,3,00000261_2.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0a4c82c5aed0e5c3_00000261_2.png.png,complete
cf_external_unseen_v3_aigi_commercial_0a58ea98861365f0,aigi_commercial,data/CompEval-00250-of-00413.parquet,0,22,00000676.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0a58ea98861365f0_00000676.png.png,complete
cf_external_unseen_v3_aigi_commercial_0b0b36dde9595ed8,aigi_commercial,data/CompEval-00066-of-00413.parquet,1,19,00000377_2.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0b0b36dde9595ed8_00000377_2.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_0b3f825a3c825eb0,aigi_commercial,data/CompEval-00300-of-00413.parquet,0,3,00000127.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0b3f825a3c825eb0_00000127.png.png,complete
cf_external_unseen_v3_aigi_commercial_0b61fb36295a22dd,aigi_commercial,data/CompEval-00266-of-00413.parquet,1,7,00000484_0.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0b61fb36295a22dd_00000484_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_0c108f3abcf8244c,aigi_commercial,data/CompEval-00285-of-00413.parquet,2,2,00000017_1.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0c108f3abcf8244c_00000017_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_0c421f09d9c03d19,aigi_commercial,data/CompEval-00253-of-00413.parquet,1,14,00000317.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0c421f09d9c03d19_00000317.png.png,complete
cf_external_unseen_v3_aigi_commercial_0ce0f5e0941dec5f,aigi_commercial,data/CompEval-00228-of-00413.parquet,2,23,00000116.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0ce0f5e0941dec5f_00000116.png.png,complete
cf_external_unseen_v3_aigi_commercial_0d1b5e97baa0bcc6,aigi_commercial,data/CompEval-00405-of-00413.parquet,1,14,00000166.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0d1b5e97baa0bcc6_00000166.png.png,complete
cf_external_unseen_v3_aigi_commercial_0d384df0df8ac84c,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,12,00000107_1.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0d384df0df8ac84c_00000107_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_0d5b7e1f9fde856c,aigi_commercial,data/CompEval-00300-of-00413.parquet,2,17,00000886.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0d5b7e1f9fde856c_00000886.png.png,complete
cf_external_unseen_v3_aigi_commercial_0d67f2bf687da9d9,aigi_commercial,data/CompEval-00030-of-00413.parquet,4,8,00000499_0.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0d67f2bf687da9d9_00000499_0.png.png,complete
cf_external_unseen_v3_aigi_commercial_0d8080f2c764eb99,aigi_commercial,data/CompEval-00147-of-00413.parquet,3,7,00000751.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0d8080f2c764eb99_00000751.png.png,complete
cf_external_unseen_v3_aigi_commercial_0dedc8168b377c58,aigi_commercial,data/CompEval-00141-of-00413.parquet,3,22,00000759.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0dedc8168b377c58_00000759.png.png,complete
cf_external_unseen_v3_aigi_commercial_0e2408a397ce64f0,aigi_commercial,data/CompEval-00066-of-00413.parquet,1,15,00000484_1.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0e2408a397ce64f0_00000484_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_0e8d5506ccda4cd8,aigi_commercial,data/CompEval-00069-of-00413.parquet,0,16,00000341_3.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0e8d5506ccda4cd8_00000341_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_0ea54573fb7c7944,aigi_commercial,data/CompEval-00264-of-00413.parquet,2,12,00000473_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0ea54573fb7c7944_00000473_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_0ebf7307f1c59b69,aigi_commercial,data/CompEval-00228-of-00413.parquet,2,24,00000044.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0ebf7307f1c59b69_00000044.png.png,complete
cf_external_unseen_v3_aigi_commercial_0eda769669157955,aigi_commercial,data/CompEval-00145-of-00413.parquet,2,23,00000286.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0eda769669157955_00000286.png.png,complete
cf_external_unseen_v3_aigi_commercial_0effd863f0e8f6cc,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,23,00000197_0.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0effd863f0e8f6cc_00000197_0.png.png,complete
cf_external_unseen_v3_aigi_commercial_0f6b49ba027edb1f,aigi_commercial,data/CompEval-00147-of-00413.parquet,3,1,00000603.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0f6b49ba027edb1f_00000603.png.png,complete
cf_external_unseen_v3_aigi_commercial_0f88fa8755adc951,aigi_commercial,data/CompEval-00390-of-00413.parquet,0,4,00000078_1.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_0f88fa8755adc951_00000078_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_103bf3ad11ca5b63,aigi_commercial,data/CompEval-00228-of-00413.parquet,2,12,00000520.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_103bf3ad11ca5b63_00000520.png.png,complete
cf_external_unseen_v3_aigi_commercial_104d53e60c284b47,aigi_commercial,data/CompEval-00300-of-00413.parquet,2,24,00000835.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_104d53e60c284b47_00000835.png.png,complete
cf_external_unseen_v3_aigi_commercial_1099841b161a18a1,aigi_commercial,data/CompEval-00184-of-00413.parquet,3,18,00000122.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_1099841b161a18a1_00000122.png.png,complete
cf_external_unseen_v3_aigi_commercial_10ba549f7e988064,aigi_commercial,data/CompEval-00147-of-00413.parquet,3,8,00000826.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_10ba549f7e988064_00000826.png.png,complete
cf_external_unseen_v3_aigi_commercial_10c2b32484743b5b,aigi_commercial,data/CompEval-00208-of-00413.parquet,1,3,00000289_3.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_10c2b32484743b5b_00000289_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_113100d38df3ff5b,aigi_commercial,data/CompEval-00051-of-00413.parquet,2,24,00000018_3.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_113100d38df3ff5b_00000018_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_11ca252d5fa05c03,aigi_commercial,data/CompEval-00147-of-00413.parquet,3,19,00000921.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_11ca252d5fa05c03_00000921.png.png,complete
cf_external_unseen_v3_aigi_commercial_11dadfb72ab8a1fe,aigi_commercial,data/CompEval-00184-of-00413.parquet,3,11,00000791.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_11dadfb72ab8a1fe_00000791.png.png,complete
cf_external_unseen_v3_aigi_commercial_11dc769ae6510f0a,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,16,00000000_0.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_11dc769ae6510f0a_00000000_0.png.png,complete
cf_external_unseen_v3_aigi_commercial_11e720bf6b31fae4,aigi_commercial,data/CompEval-00390-of-00413.parquet,3,14,00000027_2.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_11e720bf6b31fae4_00000027_2.png.png,complete
cf_external_unseen_v3_aigi_commercial_11f921382ae334b4,aigi_commercial,data/CompEval-00250-of-00413.parquet,0,3,00000408.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_11f921382ae334b4_00000408.png.png,complete
cf_external_unseen_v3_aigi_commercial_12022bfb21a64da1,aigi_commercial,data/CompEval-00405-of-00413.parquet,3,24,00000091.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_12022bfb21a64da1_00000091.png.png,complete
cf_external_unseen_v3_aigi_commercial_12285f05448f4337,aigi_commercial,data/CompEval-00294-of-00413.parquet,3,14,00000211.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_12285f05448f4337_00000211.png.png,complete
cf_external_unseen_v3_aigi_commercial_12a88eb89642a693,aigi_commercial,data/CompEval-00300-of-00413.parquet,0,9,00000491.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_12a88eb89642a693_00000491.png.png,complete
cf_external_unseen_v3_aigi_commercial_12e875d0fd4555ea,aigi_commercial,data/CompEval-00030-of-00413.parquet,4,5,00000338_3.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_12e875d0fd4555ea_00000338_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_13070855eeb0471f,aigi_commercial,data/CompEval-00230-of-00413.parquet,1,20,00000352.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_13070855eeb0471f_00000352.png.png,complete
cf_external_unseen_v3_aigi_commercial_135d4d1b939d77be,aigi_commercial,data/CompEval-00224-of-00413.parquet,3,16,00000657.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_135d4d1b939d77be_00000657.png.png,complete
cf_external_unseen_v3_aigi_commercial_13b4cd5dd9d898c4,aigi_commercial,data/CompEval-00048-of-00413.parquet,1,16,00000258_0.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_13b4cd5dd9d898c4_00000258_0.png.png,complete
cf_external_unseen_v3_aigi_commercial_1432c9e8d5184166,aigi_commercial,data/CompEval-00142-of-00413.parquet,4,19,00000432.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_1432c9e8d5184166_00000432.png.png,complete
cf_external_unseen_v3_aigi_commercial_14de75ec346b34ba,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,14,00000052_1.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_14de75ec346b34ba_00000052_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_151e8eef03f32c6f,aigi_commercial,data/CompEval-00407-of-00413.parquet,1,8,00000439.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_151e8eef03f32c6f_00000439.png.png,complete
cf_external_unseen_v3_aigi_commercial_15609b4bf344e66b,aigi_commercial,data/CompEval-00406-of-00413.parquet,3,14,00000121.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_15609b4bf344e66b_00000121.png.png,complete
